m4__min,m4__d,m3_ΔCp,m2_θchar,m4_d,m4__Tchar,m3_Tchar,m4_ΔCp,m2_d,m3_min,m3_θchar,m1_θchar,m3_d,m1_Tchar,m1_ΔCp,m4_θchar,m4__ΔCp,m4_min,m2_ΔCp,m4__θchar,Substance,m2_min,m2_Tchar,m4_Tchar,m1_min
0.200108546364706,0.0002677382937112598,84.55705072427081,33.4716260652214,0.00028209840695242336,410.7915935377451,399.71656557653347,181.03936859167897,0.00024887294639046217,0.04191422758730562,33.72880956240901,33.915991686075905,0.000249027113075568,400.15451181192924,85.18420897930848,50.832529048029635,147.43576879518085,0.34710622831711635,80.07550799159868,41.98348046127177,2-Octanone,0.013644773965356629,399.5152137866064,420.4793981172713,0.016425498802806564
0.14793891343297108,0.0002677382937112598,84.07678017978132,35.375884733807155,0.00028209840695242336,415.89772748036523,404.0853852051998,175.75689135071622,0.00024887294639046217,0.04191422758730562,35.37372077246918,35.84615450480196,0.000249027113075568,404.6954971407772,89.15759798463799,54.20263394255505,145.2547515180191,0.269136626200234,84.65039605017783,44.53196534758871,4-Fluoroaniline,0.008810206283998308,404.0264874230302,426.16059669751,0.00904902935407314
0.3019253696392474,0.0002677382937112598,85.3678195227159,36.96363614962601,0.00028209840695242336,429.93615151381675,424.47626923189046,170.37788064489084,0.00024887294639046217,0.04191422758730562,36.955933524128035,37.443629626223775,0.000249027113075568,425.13296290930606,89.902901899502,55.78369959722278,146.83100865673867,0.43372613667694493,85.76037758301368,42.936468084570336,"2,6-Dimethylphenol",0.006664088345400015,424.43298654987143,447.35914071098335,0.009502703384986239
0.19498196390198408,0.0002677382937112598,92.07628128284382,34.28426745355838,0.00028209840695242336,425.764646280964,414.20426494506125,192.25143735821158,0.00024887294639046217,0.04191422758730562,34.13555788108376,34.733233850726215,0.000249027113075568,414.88923752554336,100.08618291435208,51.95900409150701,159.67511646532643,0.3667610149121651,95.29578811733585,42.9486137453646,Octan-1-ol,0.020161695618920693,414.2368049286072,435.65019664391764,0.01868719679397616
0.16532856391900488,0.0002677382937112598,73.51019914585866,37.00683236304885,0.00028209840695242336,420.414821820081,408.3560661720028,149.933958184873,0.00024887294639046217,0.04191422758730562,37.4799485108371,37.48973537650894,0.000249027113075568,408.7503560126275,70.72589907050444,55.976920323513454,121.9280759268611,0.3059631369409585,66.61221901989119,46.32285673106385,"1,3-Dichlorobenzene",0.014111592613140812,408.05129818503906,431.02787526667964,0.014423474919738163
0.06235948770434673,0.0002677382937112598,73.89638148307226,35.11062792948234,0.00028209840695242336,395.7783511803665,384.16215991256297,163.365013027612,0.00024887294639046217,0.04191422758730562,35.36018943398969,35.591258807740516,0.000249027113075568,384.65670853378845,74.3096771391279,54.57679845163954,132.61951752199187,0.10723984360218873,69.49994346477303,44.498558587208045,Cyclohexanone,0.005348382969525596,383.99508116587015,406.07137304270435,0.004959859460996351
0.07744638022799406,0.0002677382937112598,97.12061487265709,35.09654641271218,0.00028209840695242336,427.00219107654044,414.9341221940479,201.56746167249116,0.00024887294639046217,0.04191422758730562,34.50956534392704,35.566069510217844,0.000249027113075568,415.87010007265764,112.79686941803327,53.991657412002475,170.2552994369607,0.28638048830437973,108.1955337462052,44.25927712687729,4-Methylphenol,0.014871989403122305,415.20496393579134,437.20085676744424,0.01324506364770778
0.0983874791649136,0.0002677382937112598,79.09864489392062,35.64081052805565,0.00028209840695242336,411.9720541424408,400.1790084444313,166.01475584727083,0.00024887294639046217,0.04191422758730562,35.83196955131967,36.11663786047535,0.000249027113075568,400.6974276455675,80.76390537079911,54.56662324736657,136.0836135604441,0.19400856860323692,76.26988930293805,44.8581399417311,Aniline,0.006470791513187728,400.0230756670079,422.30028176560654,0.003941215926202397
0.2199617101877466,0.0002677382937112598,76.81380020886189,36.09194130380991,0.00028209840695242336,427.57262847572224,415.7898968253926,157.17437323480544,0.00024887294639046217,0.04191422758730562,36.46324496531533,36.551387201134034,0.000249027113075568,416.2428873642382,74.94999838841092,53.81959548371524,127.94465091718658,0.4066136874244165,70.70512128181176,44.87550977846634,n-Butylbenzene,0.015252813423517695,415.5605737169109,437.7963379022892,0.017075518491686502
0.3024713560955181,0.0002677382937112598,87.64813258719,31.37360371067176,0.00028209840695242336,429.9587705591892,418.56505331186423,179.58634816540726,0.00024887294639046217,0.04191422758730562,34.73889884081869,34.94261126229671,0.000249027113075568,419.0283983649752,88.48414663721972,51.65394861344089,147.20828020766132,0.5445394288037221,82.6757042824719,42.976262362564604,Nonan-2-one,0.00467216309831408,374.1762324344546,439.8342499841175,0.017606792427097024
0.349741701791903,0.0002677382937112598,83.4746283352943,37.65092899034993,0.00028209840695242336,442.7369434287291,430.37010840957413,162.91737883686642,0.00024887294639046217,0.04191422758730562,37.86600448931167,33.915957645359256,0.000249027113075568,400.1544170834594,85.1849213396347,56.45554359465101,134.85560767977148,0.6075378412533945,80.74682649561072,46.909429396348656,1-Phenyl-2-propanol,0.023408400909503746,430.18680038708504,453.4632488573849,0.016420987386376946
0.07217705966366392,0.0002677382937112598,77.48233727043336,31.372663562033093,0.00028209840695242336,384.75768317030236,374.1963182913564,199.49219179601883,0.00024887294639046217,0.04191422758730562,31.239419694024058,31.805305845023693,0.000249027113075568,374.76999808932516,88.78134699767969,48.856501466243735,162.08195823060973,0.11133344754851146,82.64101561142732,39.816966982697465,Hexan-1-ol,0.004675470325091339,374.17611039009444,393.9914965229147,0.0057788667727128465
